"id","label","type","__class__","citation","key","heading","body","subsections","references","glossary_terms","normative_statements","text","modality","term","definition","standard_id_or_title","metadata","sections","glossary"
"Section_fe323afd81cfe30f","Section","entity","Section","","4.3.8","Traceable","An SRS is traceable if the origin of each of its requirements is clear and if it facilitates the referencing of each requirement in future development or enhancement documentation. The following two types of trace-ability are recommended: 1. Backward traceability (i.e., to previous stages oj development). This depends upon each requirement explicitly referencing its source in earlier documents. 2. Forward traceability (i.e., to all documents spawned by the SRS). This depends upon each require-ment in the SRS having a unique name or reference number. The forward traceability of the SRS is especially important when the software product enters the operation and maintenance phase. As code and design documents are modified, it is essential to be able to ascertain the complete set of requirements that may be affected by those modifications.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_1f86a7d280e16fb0","NormativeStatement","entity","NormativeStatement","","","","","","","","","The software development process should begin with supplier and customer agreement on what the completed software must do.","should","","","","","",""
"NormativeStatement_8aafc11747179ea1","NormativeStatement","entity","NormativeStatement","","","","","","","","","This agreement, in the form of an SRS, should be jointly prepared.","should","","","","","",""
"NormativeStatement_2eca4b75ad74b5ea","NormativeStatement","entity","NormativeStatement","","","","","","","","","what the completed software must do.","must","","","","","",""
"NormativeStatement_a6e605d47fc634c4","NormativeStatement","entity","NormativeStatement","","","","","","","","","Therefore, the customer and the supplier should work together to produce a well-written and completely understood SRS.","should","","","","","",""
"Section_887d6231e531c044","Section","entity","Section","","4.4","Joint preparation of the SRS","The software development process should begin with supplier and customer agreement on what the completed software must do. This agreement, in the form of an SRS, should be jointly prepared. This is important because usually neither the customer nor the supplier is qualified to write a good SRS alone. 1. Customers usually do not understand the software design and development process well enough to write a usable SRS. 2. Suppliers usually do not understand the customer's problem and field of endeavor well enough to specify requirements for a satisfactory system. Therefore, the customer and the supplier should work together to produce a well-written and completely understood SRS. A special situation exists when a system and its software are both being defined concurrently. Then the func-tionality, interfaces, performance, and other attributes and constraints of the software are not predefined, but rather are jointly defined and subject to negotiation and change. This makes it more difficult, but no less important, to meet the characteristics stated in 4.3. In particular, an SRS that does not comply with the requirements of its parent system specification is incorrect. This recommended practice does not specifically discuss style, language usage, or techniques of good writ-ing. It is quite important, however, that an SRS be well written. General technical writing books can be used for guidance.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_b2ee024b41731511","NormativeStatement","entity","NormativeStatement","","","","","","","","","Requirements should be specified as completely and thoroughly as is known at the time, even if evolutionary revisions can be foreseen as inevitable.","should","","","","","",""
"NormativeStatement_23a98b6810f09c1a","NormativeStatement","entity","NormativeStatement","","","","","","","","","The fact that they are incomplete should be noted.","should","","","","","",""
"NormativeStatement_f9e98fc48ace69e0","NormativeStatement","entity","NormativeStatement","","","","","","","","","A formal change process should be initiated to identify, control, track, and report projected changes.","should","","","","","",""
"NormativeStatement_07c8e71193509b81","NormativeStatement","entity","NormativeStatement","","","","","","","","","Approved changes in requirements should be incorporated in the SRS in such a way as to 1. Provide an accurate and complete audit trail of changes; 2. Permit the review of current and superseded portions of the SRS.","should","","","","","",""
"Section_5c8c786c66211ffa","Section","entity","Section","","4.5","SRS evolution","The SRS may need to evolve as the development of the software product progresses. It may be impossible to specify some details at the time the project is initiated (e.g., it may be impossible to define all of the screen formats for an interactive program during the requirements phase). Additional changes may ensue as defi-ciencies, shortcomings, and inaccuracies are discovered in the SRS. Two major considerations in this process are the following: 1. Requirements should be specified as completely and thoroughly as is known at the time, even if evolutionary revisions can be foreseen as inevitable. The fact that they are incomplete should be noted. 2. A formal change process should be initiated to identify, control, track, and report projected changes. Approved changes in requirements should be incorporated in the SRS in such a way as to 1. Provide an accurate and complete audit trail of changes; 2. Permit the review of current and superseded portions of the SRS.","[]","[]","[]","","","","","","","","",""
"Reference_bf315fa213f1ecf8","Reference","entity","Reference","ASTM E1340-96","","","","","","","","","","","","","","",""
"NormativeStatement_2b13f9cffac5c3be","NormativeStatement","entity","NormativeStatement","","","","","","","","","A prototype should be used as a way to elicit software requirements.","should","","","","","",""
"Section_8dedb9adc7607e90","Section","entity","Section","","4.6","Prototyping","Prototyping is used frequently during the requirements portion of a project. Many tools exist that allow a prototype, exhibiting some characteristics of a system, to be created very quickly and easily. See also ASTM E1340-96. Prototypes are useful for the following reasons: 1. The customer may be more likely to view the prototype and react to it than to read the SRS and react to it. Thus, the prototype provides quick feedback. 2. The prototype displays unanticipated aspects of the systems behavior. Thus, it produces not only answers but also new questions. This helps reach closure on the SRS. 3. An SRS based on a prototype tends to undergo less change during development, thus shortening development time. A prototype should be used as a way to elicit software requirements. Some characteristics such as screen or report formats can be extracted directly from the prototype. Other requirements can be inferred by running experiments with the prototype.","[]","","[]","","","","","","","","",""
